atom_diff,reaction_class,delta_mass,count
<5H+4C+3O>,Others,101.02386901986,1
<5H+4C+2O+Cl>,Others,119.99780708229,1
<5H+3C+O>,Others,57.03403978071999,1
<11H+6C+N-O>,Hydrolysis,81.09423473939,1
<11H+7C+3N+4O>,Others,201.0749558461,1
<11H+7C+3O-P>,Others,112.09705721481998,1
<12H+11C+2N+O-P>,Others,157.12120101677002,1
<11H+5C+N>,Others,85.08914935896,1
<4H+N-O>,Others,2.039459513779999,1
<12H+10C+O>,Ligation reaction,148.08881500633,1
<11H+7C+7O+P>,Transfer reaction,238.02423968994,1
<11H+7C+N+3O>,Hydrolysis,157.07389321767,1
<5H+3C+N+2O+Se>,Others,166.94855020472,1
<12H+10C+6N+2O>,Others,248.10217365248,1
<5H+4C+N+2O+2S>,Others,162.97617075352,1
<12H+11C+3O>,Hydrolysis,192.07864424547,1
<11H+6C+N+7O+S>,Others,241.02562287035,1
<11H+6C+N+2S>,Others,161.03329170776,1
<5H+4C+N-O>,Others,51.047284546010005,1
<5H+4C+N>,Hydrolysis,67.04219916558,1
<5H+4C-3N>,Others,11.029903147859995,1
<5H+5C+2N+5O+P>,Others,203.99360826628,1
<4H+C-O+S>,Redox reaction,32.00845668375,1
<5H+5C+3O+Cl>,Others,147.99272170186,1
<4H+C-N+5O+P>,Transfer reaction,112.97656122076,1
<12H+11C+6O>,Lytic reaction,240.06338810418,1
<5H+5C+N+2O>,Others,111.03202840472,1
<12H+11C+N+8O+P>,Others,317.03005334617,1
<5H+5C+N+3O>,Hydrolysis,127.02694302429,1
<11H+6C+5O>,Transfer reaction,163.06064845238,1
<5H+5C-N+O>,Others,67.03096577629,1
<11H+6C+6O+P>,Ligation reaction,210.02932507037,1
<19H+12C+4N+4O+S>,Hydrolysis,315.11270128277,1
<6H+9C+2N+O>,Others,158.04801282181,1
<96H+60C>,Others,816.75120309408,1
<9H+5C+3N+3O>,Others,159.06439116207002,1
<-4H-C+2O>,Transfer reaction,15.95852911022,1
<9H+4C+N-O>,Others,55.07858467493,1
<-4H-C+3O>,Others,31.953443729790003,1
<9H+4C+N+O>,Redox reaction,87.06841391406999,1
<9H+4C+N+3O>,Others,119.05824315321,1
<9H+4C+N+2O+S>,Lytic reaction,135.03539970804002,1
<9H+4C+7O+P>,Lytic reaction,200.00858962548,1
<9H+4C+6O+P>,Lytic reaction,184.01367500591,1
<9H+4C+3O+P>,Hydrolysis,136.0289311472,1
<-5C-2N+3O+2P>,Others,21.926119846690007,1
<-5C-4N+5O+2P>,Others,25.909801076970005,1
<-5C-4N+6O+2P>,Others,41.904715696540016,1
<9H+10C+N>,Ligation reaction,143.0734992945,1
<-5H-10C-N+6O+2P>,Others,18.874812548680005,1
<9H+10C+4O+I>,Others,319.95455566835005,1
<98H+60C+N+6O+P>,Hydrolysis,959.71317687881,1
<9H+5C+3N+O>,Others,127.07456192293,1
<9H+5C+6O+P>,Others,196.01367500591,1
<-4H-8C+3O+2P>,Others,9.900967726630007,1
<9H+5C+O-P>,Others,54.09157791122,1
<-4H+3O>,Others,43.95344372979,1
<-4H+4O>,Others,59.94835834936,1
<9H+6C+5O>,Others,161.04499838792,1
<9H+6C+3O-P>,Others,98.08140715036,1
<9H+6C+3N+3O>,Others,171.06439116207002,1
<-4H+6O>,Others,91.9381875885,1
<9H+5C-P>,Others,38.09666329165,1
<-4H+7N+12O+3P+S>,Others,410.82255050659,1
<-4H-5C+2O+2P>,Others,29.906053107060004,1
<9H+5C+N-O>,Others,67.07858467493001,1
<-4H-11C-2N+7O+2P>,Others,9.874478196049983,1
<-4H-2C+2O>,Others,3.958529110219999,1
<-4H-2C-N+3O+P>,Others,36.92413172378001,1
<-4H-2C-N+4O+P>,Others,52.91904634335,1
<9H+5C+N+2S>,Others,147.0176416433,1
<-4H-4C+3N+4O+P>,Others,84.93134236107,1
<98H+52C+O>,Others,738.76176777811,1
<96H+59C-2O>,Others,772.76137385494,1
<-8H-4C-N+3O+P>,Others,8.892831594859995,1
<96H+52C-5O-2P>,Others,578.82910599939,1
<8H+7C>,Lytic reaction,92.06260025784,1
<-6H+O>,Others,9.94796442619,1
<8H+7C+N+5O+P+S>,Others,248.98608053294004,1
<8H+7C+5N+4O+P>,Transfer reaction,257.03139075669,1
<-6H-11C+5O+2P>,Others,3.875146901309982,1
<8H+7C+4N+O>,Redox reaction,164.06981089513002,1
<8H+7C+2O>,Others,124.05242949698,1
<8H+6C>,Others,80.06260025784,1
<-6H-2C+2N+2P>,Others,59.90672181232,1
<-6H-3C-N+3O+P>,Others,22.908481659320007,1
<-6H-3C-N+4O+P>,Others,38.90339627889,1
<-6H-8C+7N+12O+3P+S>,Others,312.80690044213003,1
<8H+6C+4N+O>,Hydrolysis,152.06981089513002,1
<8H+6C+3O>,Ligation reaction,128.04734411655,1
<-7H-2C+2O>,Others,0.9350540135299994,1
<8H+6C+2N+4O>,Others,172.04840674498,1
<-8H+2O>,Others,23.9272289813,1
<8H+8C+2N+3O>,Others,180.05349212541,1
<-6H+5C+15O>,Others,293.87676910017,1
<-6H+3O>,Others,41.937793665330005,1
<8H+9C+3O>,Others,164.04734411655,1
<94H+59C+10N+33O>,Others,1470.59847551973,1
<94H+55C+40O>,Others,1394.53213781242,1
<-5H-4C+3N+O>,Others,4.965011471710003,1
<8H+9C>,Others,116.06260025784,1
<-5H-5C-N+2O+2P>,Others,14.895154070399997,1
<8H+9C+N+O+S+Br>,Others,256.95099765624,1
<8H+9C+N+4O>,Others,194.04533274055,1
<-5H-5C-N+3O+2P>,Others,30.89006868997,1
<8H+8C+2O>,Lytic reaction,136.05242949698,1
<8H+8C-O>,Others,88.06768563827,1
<8H+8C+S>,Others,136.03467143224,1
<-6H+2C+7O>,Others,129.91745214361,1
<8H+8C+O+2Cl>,Hydrolysis,189.99522024141,1
<8H+8C+N+O>,Others,134.06058888184,1
<8H+8C+N+5O+P>,Others,229.01400935854,1
<-6H+2O>,Others,25.94287904576,1
<-4H+3N-2O>,Others,5.988092645229997,1
<-4C-2N+5O+2P>,Others,65.91594908583,1
<9H+6C+N+O>,Others,111.06841391407,1
<9H+6C+N-3O>,Others,47.088755435790006,1
<-2H+C-N+5O>,Transfer reaction,75.95584902896,1
<-2H+S>,Transfer reaction,29.95642110994,1
<H+C-N+3O+2S>,Transfer reaction,110.93363723531,1
<-2H-10C+5O+2P>,Transfer reaction,19.90644703022999,1
<-2H-2C+O+2S>,Transfer reaction,53.92340690391,1
<-2H-2C-2O+Se>,Others,21.9110424964,1
<H+C+N-O>,Others,11.01598441709,1
<H+C+4O+P>,Others,107.96124550893,1
<-2H-3C+3O>,Others,9.969093794250009,1
<H+C+2O+F>,Redox reaction,63.9960574341,1
<-2H-4C-2N+5O+2P>,Others,63.90029902137,1
<-2H-4C-4N+6O+2P>,Others,51.88906563208001,1
<H+B+O>,Others,28.0120450118,1
<H+7C+N+3O>,Redox reaction,146.99564289537,1
<H+6O+2P>,Others,158.92483674649,1
<H+6C+N+O>,Redox reaction,103.00581365623,1
<H+6C+2O+3Cl>,Others,209.90421231737,1
<-2H+C+O+2Cl>,Others,95.91696991911,1
<-2H+C+3O>,Others,57.96909379425,1
<-2H+C+2O>,Redox reaction,41.97417917468,1
<H-N+7O+2P>,Transfer reaction,160.91667736163,1
<-12H-10C+7N+11O+3P+S>,Others,266.76503562918003,1
<-14H-5C+2N+6O+2P>,Others,111.8136092719,1
<N+O>,Redox reaction,29.997988624,1
<-2C-N+O+P>,Transfer reaction,8.965602613560002,1
<-2H+2C>,Others,21.98434993554,1
<H-O+Br>,Redox reaction,63.93124801266,1
<H-N+O>,Redox reaction,2.9996656473700014,1
<H-C-N+S>,Lytic reaction,6.976822202200001,1
<-2H+C+2Cl>,Others,79.92205529953999,1
<-2H+2I>,Redox reaction,251.79329373554,1
<H-C+N-2O+S>,Transfer reaction,2.993140971919999,1
<H-4C+2N+O+P>,Transfer reaction,27.98264965908,1
<H-2C-2N+4O+P>,Others,43.95509750007,1
<H+P-S>,Others,0.0095158562499975,1
<-2H+5O>,Others,77.95892303339,1
<-2H+6O>,Others,93.95383765296,1
<H+5O+P>,Others,111.9561601285,1
<H+5C+N+3O>,Others,122.99564289537,1
<H+5C+4N-O-P>,Others,70.05144443196001,1
<-3H-3C+3N>,Others,2.9857469166,1
<C+2N-O>,Hydrolysis,24.011233389289995,1
<-3H+O>,Redox reaction,12.97143952288,1
<-3H-2C+3O+P>,Others,51.93503076044,1
<-3H-2C+5N>,Others,42.99189492546,1
<-3H-2C+7N+9O+2P+S>,Others,308.87186968169,1
<-3H-2C-N+5O>,Others,38.94802399673,1
<-3H-3C+3N+O>,Others,18.98066153617,1
<9H+8C+N+2O>,Others,151.06332853364,1
<C+7N+14O+3P+S>,Others,458.8436798746501,1
<9H+7C+O-P>,Others,78.09157791122,1
<9H+7C+N>,Lytic reaction,107.0734992945,1
<-3H-3C+O+P>,Others,7.9452015213,1
<9H+7C+3N+O>,Hydrolysis,151.07456192293,1
<-3H-3N+3O>,Others,2.9520467487300053,1
<-3H-6C-N+7O+2P>,Others,84.88537723271,1
<-3H-8C-N+7O+2P>,Others,60.88537723270999,1
<C+6O+2P>,Hydrolysis,169.91701171426,1
<-3H+3C+6N+14O+3P+S>,Others,465.8171307735301,1
<-2H-5C-2N+5O+2P>,Others,51.90029902137,1
<H+3C+6N+14O+3P+S>,Others,469.8484309024501,1
<H+5C+4N-2O-P>,Others,54.05652981239001,1
<-2H-6C+6O+2P>,Others,83.90136164980001,1
<H+4O+P-S>,Transfer reaction,63.989174334530006,1
<-2H-6C-2N+6O+2P>,Others,55.89521364094001,1
<-2H-6C-N+5O+2P>,Others,53.90337302579999,1
<-2H-9C+4O+2P>,Others,15.911532410659994,1
<H+3C+N-O>,Others,35.01598441709,1
<-2H-C+2O>,Others,17.97417917468,1
<-3H+2C+7N+9O+2P+S>,Others,356.87186968169004,1
<-2H-O+S>,Others,13.96150649037,1
<H+2O+P>,Lytic reaction,63.97141626979,1
<H+2C+O>,Transfer reaction,41.0027396518,1
<H+2C+O+F>,Hydrolysis,60.00114281453,1
<-2O+2S>,Transfer reaction,31.95431310966,1
<H+2C+N+2O>,Others,71.0007282758,1
<H+2C+2O+Cl>,Others,91.96650695337,1
<-8H-3C+2N+O+2P>,Others,61.88598636742999,1
<8H+5C+O+S>,Redox reaction,116.02958605181,1
<10H+5C+4O>,Hydrolysis,134.05790880057998,1
<10H+12C+N+5O-P>,Others,217.08213542616,1
<7H+5C+3O>,Others,115.03951908432,1
<10H+10C>,Others,130.0782503223,1
<7H+5C+2N-O-P>,Others,48.09224661648,1
<7H+4C+N>,Transfer reaction,69.05784923004,1
<10H+11C+2N+3O>,Others,218.06914218987,1
<7H+4C+N+O+Se>,Others,164.96928564961,1
<10H+11C+2N+O+S>,Others,218.05138412513003,1
<10H+11C+2N+O>,Others,186.07931295073,1
<7H+4C+N+2O+Se>,Others,180.96420026918,1
<7H+4C+N+2O+S>,Redox reaction,133.01974964357998,1
<7H+3C>,Transfer reaction,43.05477522561,1
<10H+11C+3O>,Others,190.06299418101,1
<10H+11C>,Lytic reaction,142.0782503223,1
<10H+12C+12O>,Redox reaction,346.01722575714,1
<10H+12C+2N+2O>,Others,214.0742275703,1
<7H+3C+N+2O>,Others,89.04767846918,1
<10H+12C+4O>,Transfer reaction,218.05790880058,1
<7H+5C+4O+P+S>,Transfer reaction,193.98026687671,1
<10H+10C+5N-3O-2P>,Others,90.16135248889998,1
<7H+5C+N+4O>,Transfer reaction,145.03750770832,1
<105H+53C-O-P>,Others,694.8529517661601,1
<-S+2Cl>,Others,37.9656341896,1
<7H+7C+2N+7O+P>,Others,261.99908756988,1
<7H+6O+P>,Lytic reaction,133.99802494145,1
<7H+6C+N>,Lytic reaction,93.05784923004,1
<7H+6C+N-3O-P+S>,Transfer reaction,46.07141454731,1
<104H+64C-2O>,Others,840.82397411278,1
<104H+65C>,Others,884.81380335192,1
<10H+10C+2N+3O>,Hydrolysis,206.06914218987,1
<7H+5C+N>,Hydrolysis,81.05784923004,1
<7H+6C+3N+3O>,Redox reaction,169.04874109761,1
<10H+10C+2N+4O+S>,Hydrolysis,254.03612798384,1
<10H+10C+2N>,Others,158.08439833116,1
<10H+10C+3N+5O+F>,Hydrolysis,271.06044859617,1
<7H+5C-N>,Others,53.05170122118,1
<7H+5C+S>,Others,99.02684640001,1
<10H+10C+3O>,Others,178.06299418101,1
<7H+3C+N+2O+2S>,Others,152.99182081798,1
<7H+3C+4O+P>,Others,138.00819570231,1
<8H+5C+N+4O+P>,Others,177.01909473897,1
<7H+3C+3O+P>,Others,122.01328108274,1
<72H+46C+37O>,Others,1216.37524324465,1
<72H+45C+16O>,Hydrolysis,868.48203623368,1
<10H+19C+2O>,Lytic reaction,270.06807956144,1
<72H+38C+2N+12O+2P+S>,Others,842.4281209355,1
<72H+37C+2O>,Others,548.5532315597001,1
<72H+36C+4N+10O>,Others,720.52484453398,1
<10H+4C+2N+O+S>,Lytic reaction,134.05138412513,1
<10H+4C+2N+O+Se>,Others,181.99583475073,1
<10H+4C+5O+P>,Transfer reaction,169.02658541857,1
<70H+41C+4O>,Others,626.52741073438,1
<10H+4C+N+3O+P>,Others,151.03983018386,1
<10H+5C+2N+3O+S>,Others,178.04121336427,1
<6H+C+7N+15O+3P+S>,Others,480.8855446876,1
<10H+5C+2O>,Transfer reaction,102.06807956144,1
<6H+9C+5O>,Others,194.02152329123,1
<6H+9C+4O>,Others,178.02660867166,1
<10H+5C+4N>,Others,126.09054634001998,1
<74H+39C+N+11O+P>,Others,763.4999492031399,1
<12H+4C-O>,Others,44.09898576719,1
<76H+40C+N+11O+P>,Others,777.5155992675999,1
<7H+20C+3N+O+2Cl>,Lytic reaction,374.9966172224701,1
<7H+2C-2N+O+2S>,Others,82.98768418512,1
<7H+2C+N>,Lytic reaction,45.05784923004,1
<10H+13C+O>,Hydrolysis,182.07316494187,1
<7H+2C+N+O>,Lytic reaction,61.05276384961,1
<7H+2C+N+2O+S>,Redox reaction,109.01974964358,1
<7H+2C+11O+3P>,Others,299.92012203614,1
<7H+2C+10O+3P>,Lytic reaction,283.92520741657,1
<7H+11C+4O+Cl>,Others,238.00328638589,1
<77H+46C-2N-8O-P>,Transfer reaction,442.66330051787,1
<7H+11C+2N+2O+Cl>,Others,234.01960515561,1
<10H+14C+2O+2S>,Hydrolysis,274.01222191024,1
<10H+15C+3O>,Others,238.06299418101,1
<7H+10C+N+3O+S>,Others,221.01466426315,1
<79H+55C+11N+12O+2S>,Others,1149.53510937854,1
<79H+50C-3O-P>,Others,600.6596716890401,1
<10H+15C+4O>,Others,254.05790880058,1
<-O+Cl+Br>,Hydrolysis,97.89227566243,1
<7H+7C+N-O>,Hydrolysis,89.06293461047001,1
<7H+8C+2N>,Others,131.06092323447,1
<-N+O>,Hydrolysis,1.991840615140001,1
<8H+3C+N+3O+P>,Others,137.0241801194,1
<8H+3C+8O+2P>,Others,233.96944121124,1
<8H+3C+3N+3O+P>,Others,165.03032812826,1
<8H+3C+2N-O>,Others,56.07383364713,1
<8H+3C+2N+O>,Others,88.06366288627,1
<8H+3C+2N+O+Se>,Others,167.98018468626998,1
<8H+3C+2N+O+S>,Lytic reaction,120.03573406067,1
<8H+3C+2N+O+2S>,Lytic reaction,152.00780523507,1
<8H+2N-O>,Others,20.07383364713,1
<8H+2C>,Transfer reaction,32.06260025784,1
<-H+C+N-O+S>,Others,40.97240552703,1
<8H+18C+4O>,Others,288.04225873612,1
<-H+C+N-O>,Redox reaction,9.000334352629999,1
<-H+C-2O+3Cl>,Redox reaction,83.90890377462998,1
<8H+14C+8O>,Others,304.0219172144,1
<8H+14C+2O>,Transfer reaction,208.05242949698,1
<8H+13C+6O>,Others,260.03208797526,1
<-H+C+N+6O+2P>,Others,182.91226068646,1
<-H+C+I>,Others,137.89664686777002,1
<8H+4C+2N+2O>,Others,116.05857750584,1
<-H+3C+4N+4O+P>,Transfer reaction,185.95789146219,1
<8H+5C+7N+14O+3P+S>,Transfer reaction,514.90628013249,1
<8H+5C+6O>,Others,164.03208797526003,1
<8H+5C+5N-O+Cl>,Redox reaction,157.05190834241998,1
<-8H-8C+7N+11O+3P+S>,Others,294.7963357581,1
<-9H-8C+N+O+2P+S>,Transfer reaction,18.847158505169997,1
<-C+2N>,Others,16.00614800886,1
<-H+2C+N-O+S>,Transfer reaction,52.972405527030006,1
<-H+3C+6N+14O+3P+S>,Others,467.83278083799,1
<-H+C+F>,Others,29.9905781305,1
<8H+4O>,Others,72.04225873612,1
<-H+3O+S>,Transfer reaction,78.94899000088,1
<8H+4C-O>,Others,40.06768563827001,1
<-H+8C+2N+3Cl>,Others,227.90488102263,1
<8H+4C+5O>,Others,136.03717335569002,1
<-H+C+Br>,Others,89.91051256777,1
<-H+C+Cl>,Redox reaction,45.96102764977,1
<8H+13C+5O>,Others,244.03717335569,1
<8H+12C+4N+O>,Hydrolysis,224.06981089513,1
<-H+C-N+2O>,Others,28.97893020248,1
<7H+9C+N-4O-2P>,Others,3.130666754920007,1
<80H+51C+22O>,Hydrolysis,1044.5141242089398,1
<-H-C+N>,Others,0.9952489721999987,1
<80H+49C-2O>,Others,636.6361733392599,1
<80H+48C+40O>,Others,1296.4225873612,1
<80H+48C+34O>,Others,1200.45309964378,1
<7H+C+3N>,Redox reaction,61.0639972389,1
<-H-N+3O+2S>,Transfer reaction,96.91798717085,1
<7H+9C+N+O>,Others,145.05276384961002,1
<85H+43C-O-P>,Others,554.6964511215601,1
<-H-N+4O+S>,Others,80.94083061602001,1
<7H+9C+N+3O>,Others,177.04259308875,1
<7H+9C+N+2O>,Others,161.04767846918,1
<-H-O-P+2S>,Others,15.96764069858,1
<-N+3O+P>,Others,64.9554318527,1
<7H+8C+N+S>,Others,149.02992040444002,1
<7H+8C+N+O+S>,Others,165.02483502401003,1
<82H+48C+35O>,Others,1218.46366432781,1
<85H+45C+6N+31O+3P>,Others,1298.44721096806,1
<8H+12C+2S>,Hydrolysis,216.00674260664,1
<-H-3C+O+P>,Others,9.960851585759997,1
<-H+C-O+3Cl>,Others,99.9038183942,1
<-H+C>,Transfer reaction,10.99217496777,1
<-H-2C+3N+O>,Others,32.99631160063,1
<-H-2C+3N>,Others,17.00139698106,1
<8H+11C+2N+2O>,Others,200.05857750584,1
<8H+10C+5O>,Others,208.03717335569,1
<8H+10C+5N-P>,Others,167.10420828156998,1
<-H-3O+3Cl>,Redox reaction,55.91398915505998,1
<85H+53C-O-P>,Others,674.6964511215601,1
<-H-3O+Br>,Others,29.925768709059994,1
<-H-5C-5N+6O+2P>,Others,26.893816659880024,1
<8H+10C+2N+3O+2S>,Hydrolysis,267.99763447421003,1
<-H-7C-5N+6O+2P>,Others,2.893816659880024,1
<88H+55C>,Others,748.68860283624,1
<88H+54C-2O>,Others,704.6987735971,1
<-H-C+5N>,Others,57.00754498991999,1
<12H+4C+2N+6O+2P>,Others,246.01706010988,1
<4H+3C+2N-O>,Transfer reaction,52.04253351821001,1
<12H+5C+2N+2S>,Lytic reaction,164.04419074442,1
<16H+20C+2N+9O>,Others,428.08558010067,1
<29H+19C+6N+15O+3P+S>,Transfer reaction,706.06244642446,1
<29H+19C+6N+13O+3P>,Others,642.10054601092,1
<29H+18C+7N+10O+2P+S>,Others,597.1171853326199,1
<29H+18C+6N+16O+3P+S>,Others,710.0573610440299,1
<16H+16C+5O>,Others,288.09977361353003,1
<29H+18C+12O-P>,Others,406.1921393710901,1
<29H+17C+2N+12O+S-Br>,Others,406.22578295277,1
<16H+17C+2O>,Others,252.11502975482,1
<29H+15C+2N+14O+3P>,Others,554.08316461277,1
<28H+41C+26O>,Others,936.08688101126,1
<28H+30C+4N+2O>,Others,476.2212261593,1
<28H+27C+15O>,Others,592.14282019599,1
<28H+21C+3O>,Others,328.20384476115,1
<28H+21C+2O>,Others,312.20893014158,1
<16H+19C+6O>,Others,340.0946882331,1
<16H+20C+2N+8O+2S>,Others,476.0348078299001,1
<28H+20C-7O-2P>,Others,94.30717456860998,1
<29H+19C+6N+16O+3P+S>,Transfer reaction,722.05736104403,1
<16H+16C+4O>,Others,272.10485899396,1
<29H+20C+O>,Others,285.22184055424003,1
<16H+14C+O>,Others,200.12011513525,1
<16H+12C+4O>,Lytic reaction,224.10485899396,1
<16H+13C+2O-2P-S>,Transfer reaction,110.19543458358,1
<2H+2C+O+2Cl>,Transfer reaction,111.94827004803,1
<2H+2C+7N+14O+3P+S>,Others,472.85932993911,1
<2H+2C+4O+S>,Redox reaction,121.96737971714,1
<16H+13C+4N+2O>,Hydrolysis,260.12732577254,1
<16H+13C+O>,Others,188.12011513525,1
<2H+2C+2N+2O>,Others,86.01162731246,1
<29H+22C+O>,Others,309.22184055424003,1
<16H+15C+4N+3O+S>,Others,332.09431156651004,1
<16H+15C+4O>,Others,260.10485899396,1
<2C+O+2Cl>,Others,109.93261998357,1
<2C+7O>,Others,135.96440233699002,1
<2C+4O>,Others,87.97965847828,1
<16H+15C+8O>,Others,324.08451747224,1
<2C+2Cl>,Transfer reaction,93.937705364,1
<28H+20C+O>,Hydrolysis,284.21401552201,1
<28H+19C-O>,Others,240.22418628287,1
<26H+18C+13O>,Others,450.13734089239,1
<28H+19C+O>,Redox reaction,272.21401552201,1
<27H+22C+5N+9O+S>,Others,537.15294864289,1
<27H+21C+7N+14O+2P>,Others,663.10912257204,1
<27H+20C+3N+8O>,Others,437.17981484006,1
<27H+18C+7N+10O+2P+S>,Others,595.1015352681599,1
<27H+16C+6N+12O+3P+S>,Transfer reaction,620.0620525012899,1
<27H+16C+2N+6O>,Others,343.18691159649,1
<27H+15C+3N+3O+2S>,Others,361.14938409101,1
<26H+28C+4N+2O>,Others,450.20557609484,1
<26H+27C+4N+8O>,Others,534.17506381226,1
<16H>,Redox reaction,16.12520051568,1
<26H+21C>,Others,278.20345083798,1
<26H+19C-O>,Redox reaction,238.20853621841,1
<26H+19C+O>,Redox reaction,270.19836545755,1
<26H+19C+3O>,Others,302.18819469669,1
<26H+19C+2O>,Others,286.19328007712,1
<26H+18C>,Redox reaction,242.20345083798,1
<26H+18C+O>,Others,258.19836545755,1
<27H+22C+7N+4O>,Others,453.2124523795,1
<27H+27C+N+10O>,Others,525.16349607034,1
<16H+9C+5N+13O+3P>,Hydrolysis,494.9957465875,1
<16H+7C+N+O>,Lytic reaction,130.12318913968002,1
<28H+19C+2N+11O>,Others,460.16930972657,1
<16H+21C+4N+2O>,Others,356.12732577254,1
<28H+18C+2O>,Others,276.20893014158,1
<28H+18C+18O>,Others,532.1275640547001,1
<16H+28C+16O>,Others,608.0438344288,1
<16H+7C+2N>,Others,128.13134852454002,1
<28H+17C+7N+12O+3P+S>,Transfer reaction,647.07295153795,1
<16H+8C>,Hydrolysis,112.12520051568,1
<28H+15C>,Others,208.21910090244,1
<28H+16C>,Redox reaction,220.21910090244,1
<28H+16C-2O>,Others,188.2292716633,1
<16H+9C+2N+2O>,Others,184.12117776368,1
<28H+16C+8O>,Others,348.178417859,1
<28H+16C+7N+10O+3P+S>,Transfer reaction,603.0831222988099,1
<16H+9C+2N+3O>,Others,200.11609238325,1
<28H+16C+2N+6O>,Others,344.19473662872,1
<16H+11C+7N+7O+3P+S>,Others,483.0044780533401,1
<2H+2N>,Others,30.02179807332,1
<16H+11C+12O>,Others,340.06417595052005,1
<16H+10C+5N+18O+5P>,Hydrolysis,648.91784368219,1
<14H+9C+N+O-P>,Others,121.13377707680002,1
<15H+10C+3N+3O>,Others,225.11134135545,1
<15H+10C+3N+6O+S+Se>,Others,384.98467818856,1
<15H+10C+3N+6O>,Others,273.09608521416,1
<2H-O+2S>,Others,49.96487779369,1
<15H+10C+5N+15O+4P>,Hydrolysis,568.9515127928299,1
<2H-2C+2O>,Others,10.0054793036,1
<15H+10C+N+2O>,Hydrolysis,181.11027872702,1
<2H+N>,Lytic reaction,16.01872406889,1
<15H+10C+N+8O>,Others,277.07976644444,1
<15H+11C+2N+7O+P>,Hydrolysis,318.06168782772,1
<15H+11C+3N+6O+2S>,Others,349.04022756296,1
<2H+C+Se>,Others,93.93217186446,1
<15H+11C+5N+3O+S>,Transfer reaction,297.08956053871003,1
<15H+11C+N+2O-2P>,Others,131.16275473017998,1
<15H+12C+4N+3O+P+S>,Others,326.06024853270003,1
<15H+12C+N+2O>,Others,205.11027872702,1
<14H+9C+7N+5O+3P+S>,Others,424.99899874974,1
<14H+9C+5N+7O+P>,Hydrolysis,335.06308480878,1
<30H+15C+7N+14O+3P+S>,Transfer reaction,657.0784308415499,1
<30H+18C+13O>,Hydrolysis,454.16864102131,1
<14H+9C+2N+4O+S>,Ligation reaction,246.06742811276,1
<30H+18C+7O>,Others,358.19915330389,1
<30H+18C+7N+15O+3P+S>,Others,709.0733454611199,1
<30H+18C+3O>,Others,294.21949482561,1
<14H+9C+2N+4O>,Ligation reaction,214.09535693836,1
<14H+9C+2N+5O+P>,Others,261.06403355635,1
<14H+9C+2N+5O>,Transfer reaction,230.09027155793,1
<30H+17C-O>,Others,218.23983634733,1
<14H+9C+5N+12O+3P>,Hydrolysis,476.9851819034701,1
<30H+17C+7N+10O+3P+S>,Transfer reaction,617.09877236327,1
<30H+17C+2N+12O+S>,Others,486.151945585,1
<30H+16C>,Others,222.2347509669,1
<14H+9C+3N+8O+P>,Lytic reaction,323.05185141949,1
<14H+9C+3N+9O+P>,Transfer reaction,339.04676603906006,1
<30H+16C+4N+4O>,Others,342.2267054629,1
<-10H-6C+7N+15O+3P+S>,Others,380.76034417192,1
<15H+13C+3N+3O+S>,Others,293.08341252985,1
<15H+13C+3N+4O+S>,Others,309.07832714942,1
<2H+C+2N+O>,Hydrolysis,58.01671269289,1
<2H+3O+2P-Se>,Others,32.03139612001,1
<15H+9C+4N+8O+P>,Lytic reaction,338.06275045615,1
<15H+9C+N+5O+S>,Hydrolysis,249.06709376013,1
<2H+4C+4O>,Hydrolysis,113.99530854274,1
<168H+90C+3N+25O+P>,Others,1722.1704549156,1
<16H+10C+2N+11O+2P>,Others,402.02293333665,1
<16H+10C+2O>,Others,168.11502975482,1
<16H+10C+3N+6O+S-2Br>,Transfer reaction,148.23930622079,1
<2H+3O+2P-S>,Others,79.97584674561,1
<15H+9C+4N+4O+2P+S>,Transfer reaction,337.02892515069004,1
<2H+3C>,Others,38.01565006446,1
<16H+10C+3N+6O+S>,Others,306.07598142079,1
<2H+3C+7N+11O+3P+S>,Transfer reaction,436.8745860804,1
<2H+3C+5O>,Redox reaction,117.99022316231,1
<2H+3C+3N+2O+P>,Others,142.98846331531,1
<16H+10C+4N+5O+S>,Redox reaction,304.08414080565,1
<2H+3C+2N-O>,Lytic reaction,50.02688345375,1
<2H+4C-O>,Others,34.02073544488999,1
<15H+8C+N+7O>,Others,237.08485182487,1
<2H+9C>,Others,110.01565006446,1
<15H+18C+5N+6O+S+2Cl>,Others,499.01200976142,1
<2H+9C-3O-2P>,Others,0.0833822089100024,1
<2H+9C+O>,Others,126.01056468403,1
<15H+13C+6N+10O+2P+S>,Others,509.00456087697,1
<2H+7O+2P-S>,Others,143.95550522389,1
<2H+7C+O+2Cl>,Ligation reaction,171.94827004803,1
<15H+14C+N+5O>,Hydrolysis,277.09502258573,1
<2H+6C+O+2I>,Redox reaction,343.81950848403,1
<2H+6C+2O+2Cl>,Others,175.9431846676,1
<2H+4O>,Others,65.99530854274,1
<15H+6C+2N>,Transfer reaction,115.12352349231,1
<15H+8C+N+2S>,Others,189.06459183668,1
<15H+8C+N+5O>,Others,205.09502258573,1
<2H+5C+4N-O>,Hydrolysis,102.03303146261,1
<2H+5C+4N+S>,Others,150.00001725658,1
<2H+5C+4N+O>,Hydrolysis,134.02286070175,1
<2H+5C+2O>,Ligation reaction,94.0054793036,1
