atom_diff,reaction_class,delta_mass,count
<24H+15C+4N+7O>,Ligation reaction,372.16449912823,2
<H+C+O>,Redox reaction,29.0027396518,2
<9H+7C+3N+4O>,Others,199.05930578164,2
<9H+7C+5N+2O>,Redox reaction,195.07562455136,2
<9H+9C+N+4O>,Others,195.05315777278005,2
<26H+12C+7N+14O+3P+S>,Transfer reaction,617.04713071263,2
<26H+14C+7N+11O+3P+S>,Transfer reaction,593.06238685392,2
<9H+8C+N>,Ligation reaction,119.0734992945,2
<23H+15C+5N+16O+3P>,Transfer reaction,622.03526567182,2
<22H+24C+2N+13O>,Others,546.11218877233,2
<22H+17C+9O>,Lytic reaction,370.12638228519,2
<2H+4C+7N+13O+3P+S>,Transfer reaction,480.86441531954,2
<28H+13C+7N+15O+3P+S>,Transfer reaction,647.0576953966598,2
<27H+24C+4N+14O+P>,Ligation reaction,626.12613856033,2
<H+C+2O>,Transfer reaction,44.99765427137,2
<21H+15C+5N+13O+2P>,Hydrolysis,541.06110975023,2
<9H+6C+N+O+S>,Others,143.04048508847,2
<2H+2C+2O-S>,Transfer reaction,26.0334081292,2
<2H+4C>,Transfer reaction,50.01565006446,2
<2H+4C+O>,Others,66.01056468403,2
<22H+13C+2N+6O>,Others,302.14778643534,2
<28H+18C+14O>,Others,468.14790557642,2
<26H+18C-O>,Redox reaction,226.20853621841,2
<2H+4C+5N+O+P>,Others,166.9996967046,2
<22H+14C+7N+15O+3P+S>,Others,653.01074520328,2
<H+3O-Cl>,Redox reaction,14.023716208940009,2
<H+3C+3N-O>,Others,63.022132425950005,2
<H+F>,Others,20.00622819496,2
<26H+16C+7N+12O+3P+S>,Transfer reaction,633.0573014734899,2
<22H+16C+O>,Others,230.16706532863,2
<28H+20C+3O>,Others,316.20384476115,2
<6H+2C+O>,Transfer reaction,46.04186481295,2
<8H+8C>,Redox reaction,104.06260025784,2
<4C+N+3Br>,Others,298.75808680443,2
<7H+5C+3N-O>,Ligation reaction,93.06908261933,2
<4H+7C>,Others,88.03130012892,2
<7H+3C+N+O+S>,Redox reaction,105.02483502401,2
<4H+8C+2O>,Lytic reaction,132.02112936806,2
<4H+C+2O>,Redox reaction,48.02112936806,2
<4H+C+3O>,Others,64.01604398763001,2
<19H+12C+3N+7O>,Others,317.12229996265,2
<4H+C+O+2S>,Others,95.97035709729,2
<4H+C+S>,Lytic reaction,48.00337130332,2
<4H+N>,Redox reaction,18.03437413335,2
<75H+40C+N+8O>,Others,697.54926837824,2
<74H+48C+6N+30O>,Others,1214.4449349987,2
<50H+30C+25O>,Hydrolysis,810.26411710075,2
<51H+28C+N+8O>,Others,529.36146760472,2
<51H+32C+6N+20O+P>,Others,870.2895750601299,2
<4H+6C>,Hydrolysis,76.03130012892,2
<4H+6C+N+O>,Hydrolysis,106.02928875292,2
<4H+6C+2O>,Hydrolysis,108.02112936806,2
<7H+6C+N+4O>,Hydrolysis,157.03750770832,2
<7H+9C+2O+I>,Others,273.94907636475,2
<4H+2C+3O+2S>,Transfer reaction,139.96018633643,2
<7H+8C+N>,Lytic reaction,117.05784923004,2
<4H+2C+S>,Others,60.00337130332,2
<4H+2C-O>,Others,12.03638550935,2
<7H+7C+5N+O>,Transfer reaction,177.06505986733,2
<4H+3C+5N-O+Cl>,Redox reaction,129.0206082135,2
<4H+6C+2Cl>,Redox reaction,145.96900549292,2
<7H+6C+3O-P>,Others,96.0657570859,2
<7H+6C+3N+O>,Hydrolysis,137.05891185847,2
<7H+6C+3N+2O>,Others,153.05382647804,2
<4H+4C+2N+O>,Redox reaction,96.03236275735,2
<7H+6C+2N+5O+P>,Transfer reaction,218.00925833074,2
<7H+5C+N+O>,Others,97.05276384961,2
<52H+31C+7N+17O+P>,Transfer reaction,825.3157302380799,2
<53H+32C+N+25O>,Others,851.29066620187,2
<53H+35C+7N+25O+2P>,Ligation reaction,1033.25663422529,2
<5H+C+N-O+Se>,Others,94.96380634601,2
<5H+7C+N+2O>,Hydrolysis,135.03202840472,2
<5H+7C+N+3O>,Others,151.02694302429,2
<6H+3C+N+2O>,Transfer reaction,88.03985343695,2
<5H+8C+N-O>,Lytic reaction,99.04728454601,2
<5H+9C+N+3O>,Ligation reaction,175.02694302429,2
<5H+C+2O+P>,Redox reaction,80.00271639871,2
<6H+3C+5O+S>,Lytic reaction,153.99359446563,2
<5H+6C+N>,Others,91.04219916558,2
<60H+32C+2O>,Transfer reaction,476.45933117294,2
<63H+34C+N+8O>,Transfer reaction,613.45536799148,2
<64H+34C+2N+7O>,Others,612.47135240857,2
<66H+40C+10N+19O>,Others,990.45056994331,2
<6H+10C+O>,Others,142.04186481295,2
<6H+11C+2N+2O+2S>,Others,261.98706979018004,2
<5H+6C+O+Br>,Transfer reaction,171.95237738072,2
<5H+6C+N-O>,Hydrolysis,75.04728454601,2
<56H+34C+2N+25O>,Others,892.31721530299,2
<5H+3C+N+3O+S>,Redox reaction,134.99901419869002,2
<72H+44C-2O>,Transfer reaction,568.57357308142,2
<59H+32C+N+8O>,Others,585.42406786256,2
<71H+43C+11N+20O>,Others,1061.48768372846,2
<71H+38C+N+8O>,Others,669.51796824932,2
<6O+2P>,Others,157.91701171426,2
<5H+3C+6O+P>,Others,167.98237487699,2
<5H+3C+N+3O>,Lytic reaction,103.02694302429,2
<5H+6C+2N>,Hydrolysis,105.04527317001,2
<6H+6C+N+2O>,Transfer reaction,124.03985343695,2
<5H+3C+N-O>,Redox reaction,39.04728454600999,2
<5H+4C+N+2O>,Hydrolysis,99.03202840472,2
<5H+5C+5N-O>,Redox reaction,119.05958056373,2
<6H+4C>,Others,54.04695019338,2
<5H+5C+N+O>,Lytic reaction,95.03711378515,2
<4H+11C-3O-2P>,Others,26.099032273370007,2
<4C+8O>,Lytic reaction,175.95931695656,2
<30H+15C-O>,Transfer reaction,194.23983634733,2
<48H+30C+26O>,Others,824.24338165586,2
<34H+21C+2O>,Redox reaction,318.25588033496,2
<8H+5C+2N+2O+S>,Hydrolysis,160.03064868024,2
<34H+24C+2O>,Others,354.25588033496,2
<34H+25C+O>,Redox reaction,350.26096571539,2
<34H+29C+5N+17O+P>,Ligation reaction,755.16873164908,2
<35H+21C+7N+15O+3P+S>,Transfer reaction,750.1124706222698,2
<35H+23C+N+4O+S>,Transfer reaction,421.22867978516,2
<36H+20C+O>,Hydrolysis,292.27661577985003,2
<36H+23C+3O>,Others,360.26644501899,2
<36H+27C-O>,Others,344.28678654071,2
<38H+19C-2O>,Transfer reaction,234.3075219856,2
<38H+22C+O>,Hydrolysis,318.29226584431,2
<8H+4C-2O>,Others,24.072771018700003,2
<8H+4C+4O>,Others,120.04225873612,2
<38H+27C+3O>,Others,410.28209508345,2
<34H+18C+2O>,Others,282.25588033496,2
<8H+5C+3N-2O>,Transfer reaction,78.08199303199001,2
<32H+20C+O>,Hydrolysis,288.24531565093,2
<8H+7C+O>,Redox reaction,108.05751487741,2
<30H+16C+7N+15O+3P+S>,Transfer reaction,685.0733454611199,2
<30H+17C>,Others,234.2347509669,2
<8H+8C+3O>,Redox reaction,152.04734411655,2
<8H+8C+2N>,Redox reaction,132.0687482667,2
<30H+19C+7N+15O+3P+S>,Others,721.0733454611199,2
<8H+8C+2N-O>,Lytic reaction,116.07383364713,2
<30H+22C+2O>,Others,326.22458020604,2
<32H+19C-2O>,Transfer reaction,228.26057179222,2
<30H+22C+3O>,Others,342.21949482561,2
<8H+6C+N+S>,Hydrolysis,126.03774543667,2
<32H+16C+O>,Lytic reaction,240.24531565093,2
<32H+17C+2O>,Others,268.24023027050004,2
<32H+18C+4N+6O>,Others,400.2321847665,2
<8H+6C+2O>,Others,112.05242949698,2
<8H+4C+2O>,Transfer reaction,88.05242949698001,2
<3H+2C+N+2O>,Redox reaction,73.01637834025999,2
<3H+3C+5O+P>,Others,149.97181019296,2
<40H+25C+7O>,Others,452.27740362619,2
<8H+10C+2N+S>,Others,188.0408194411,2
<3O+Se>,Others,127.90126565871,2
<40H+22C+3O>,Others,352.29774514790995,2
<40H+22C+O>,Hydrolysis,320.30791590877,2
<88H+57C+46O>,Others,1508.45467533646,2
<40H+24C+7N+17O+3P+S>,Lytic reaction,823.1414250225599,2
<40H+26C>,Others,352.3130012892,2
<8H+10C+O>,Transfer reaction,144.05751487741,2
<42H+22C+2O>,Others,338.31848059280003,2
<43H+30C+6N+15O+P>,Lytic reaction,758.25240170444,2
<44H+24C+O>,Hydrolysis,348.33921603769,2
<44H+26C+N+23O+P>,Others,769.20417367108,2
<80H+49C+14N+23O>,Others,1232.55207489053,2
<47H+28C+6N+16O+P>,Others,754.2786164529299,2
<8H+10C+4O>,Redox reaction,192.04225873612,2
<8H+11C+2N+4O+S>,Redox reaction,264.02047791938,2
<6H+14C+2N>,Others,202.05309820224,2
<8H+12C+3O>,Transfer reaction,200.04734411655,2
<3H+3C-P>,Others,8.04971309827,2
<3H+4C+3N>,Hydrolysis,93.03269710998,2
<3H+4C+N+2O>,Hydrolysis,97.01637834026,2
<3H+5C+5N>,Transfer reaction,133.03884511884,2
<8H+15C+5O>,Others,268.03717335569,2
<3H+5C+N>,Lytic reaction,77.02654910112,2
<3H+6C+N-O>,Others,73.03163448155001,2
<3H+N-O+S>,Lytic reaction,33.00370565595,2
<3H+6C+O+Br>,Others,169.93672731626,2
<3H+7C+N+2O>,Redox reaction,133.01637834026002,2
<3H+7C+O+Cl>,Hydrolysis,137.98724239826,2
<3H+9O+3P>,Hydrolysis,239.89899266808,2
<8H+11C+3O>,Redox reaction,188.04734411655,2
<8H+11C+2O>,Others,172.05242949697998,2
<4H+C+5O>,Others,96.00587322677,2
<Se>,Others,79.9165218,2
<10H+15C+5O>,Others,270.05282342015,2
<11H+5C+N+O>,Redox reaction,101.08406397853,2
<13H+7C+N+O+S>,Others,159.07178521739002,2
<11H+6C+N+10O+2S>,Hydrolysis,320.98243790346,2
<-8H-9C+7N+12O+3P+S>,Others,298.79125037767,2
<14H+8C+2N+4O>,Hydrolysis,202.09535693836,2
<16H+9C+N+7O+P>,Ligation reaction,281.06643885552,2
<16H+9C+3O>,Others,172.10994437439,2
<16H+9C+2O>,Others,156.11502975482,2
<13H+8C+N+6O>,Others,219.07428714084,2
<13H+7C+N+4O>,Others,175.0844579017,2
<-H+C+2O>,Lytic reaction,42.98200420691,2
<13H+8C+N+O>,Others,139.09971404299,2
<11H+4C+2N+2O+P+2Cl>,Others,219.99351996495,2
<11H+14C+3N>,Others,221.09529736782,2
<-H+C+N>,Others,24.9952489722,2
<14H+10C+3O>,Redox reaction,182.09429430993,2
<-H+F>,Others,17.9905781305,2
<13H+7C+N+5O>,Others,191.07937252127,2
<-6H-8C+7N+9O+3P+S>,Others,264.82215658342,2
<18H+11C+2N+6O>,Others,274.11648630642003,2
<-5H-C-N+2O>,Others,0.9476300735599992,2
<-4H-8C+7N+10O+3P+S>,Others,282.83272126745,2
<11H+9C+N+O>,Others,149.08406397853,2
<12H+9C+3O>,Redox reaction,168.07864424547,2
<12H+9C+4O>,Others,184.07355886504,2
<11H+9C+5N+O>,Transfer reaction,205.09635999625,2
<13H+10C+2N+7O+P>,Transfer reaction,304.04603776326,2
<13H+10C+5N+10O+2P>,Hydrolysis,425.01376563368,2
<11H+8C+N>,Others,121.08914935896,2
<17H+10C+2N+7O+P>,Transfer reaction,308.07733789218,2
<13H+5C+N+3O+P>,Transfer reaction,166.06330528055005,2
<11H+7C+N+O>,Others,125.08406397853,2
<13H+6C+14O+3P>,Others,401.95181608823,2
<17H+11C+N+7O>,Hydrolysis,275.10050188933,2
<13H+6C+N+4O>,Others,163.0844579017,2
<17H+10C+N+5O>,Others,231.11067265019,2
<11H+6C+N+O+S>,Others,145.05613515292998,2
<11H+10C+4N+7O+P>,Hydrolysis,330.03653570766,2
<-H-2O+3Cl>,Hydrolysis,71.90890377462998,2
<-H-2O+Cl>,Redox reaction,1.9711984106299951,2
<14H+6C+4N+O>,Redox reaction,158.11676108851,2
<15H+10C+N+6O>,Hydrolysis,245.0899372053,2
<14H+18C+2N+7O>,Others,370.08010079707,2
<10H+7C+2O>,Others,126.06807956144,2
<10H+13C+3O>,Ligation reaction,214.06299418101,2
<10H+7C+2N+3O>,Hydrolysis,170.06914218986998,2
<14H+18C+N+O+F>,Redox reaction,279.10594223795,2
<14H+9C+3N+3O>,Redox reaction,212.10351632322,2
<10H+6C+7O+S>,Others,226.01472383369003,2
<16H+15C+7O>,Others,308.08960285267,2
<10H+15C+6O>,Others,286.04773803972,2
<14H+8C+N+7O+P>,Others,267.05078879106003,2
<10H+16C+7O>,Others,314.04265265929,2
<10H+6C+3O+S>,Transfer reaction,162.03506535540998,2
<10H+6C+2O+S>,Transfer reaction,146.04015073583997,2
<14H+7C-O>,Others,82.11463583165,2
<10H+5C+7O+P>,Transfer reaction,213.01641465771,2
<10H+11C+2O>,Others,174.06807956144,2
<15H+10C+N-O>,Others,133.12553486830998,2
<10H+10C+4O>,Others,194.05790880058,2
<10H+10C+4N+3O>,Others,234.07529019873,2
<14H+11C+3O>,Others,194.09429430993,2
<111H+72C+9N+45O>,Others,1821.66740249805,2
<16H+11C+2N+7O>,Others,288.09575086153,2
<-H-C-2O+Br>,Others,33.92068332863,2
<16H+10C+8O>,Hydrolysis,264.08451747224,2
<16H+10C+4N+3O>,Others,240.12224039211,2
<16H+10C+3N+6O+S-Br>,Transfer reaction,227.15764382079,2
<16H+10C+2N+4O>,Hydrolysis,228.11100700282003,2
<-N+4O+P>,Others,80.95034647227,2
<15H+9C+N+4O>,Hydrolysis,201.10010796616,2
<-O+2Cl>,Lytic reaction,53.94279074443,2
<15H+8C+N+O+S>,Others,173.08743528185,2
<15H+8C+N+6O>,Lytic reaction,221.08993720530003,2
<15H+8C+2N+6O+P>,Others,266.06677320815,2
<14H+14C+6O>,Hydrolysis,278.07903816864,2
<17H+9C+N+O+S>,Others,187.10308534631,2
<10H+5C+5O>,Lytic reaction,150.05282342015,2
<12H+8C+2O>,Others,140.0837296259,2
<12H+18C+6O>,Others,324.06338810418004,2
<12H+8C+2N+3O>,Hydrolysis,184.08479225433,2
<-3H+Cl>,Redox reaction,31.94537758531,2
<19H+10C+N+O+S>,Others,201.11873541077,2
<12H+8C+2N+4O+S>,Ligation reaction,232.05177804830004,2
<-2H+2Cl>,Others,67.92205529953999,2
<12H+12C+2O>,Ligation reaction,188.0837296259,2
<12H+11C+N-P>,Others,127.12321239277,2
<-2H+2N>,Others,25.9904979444,2
<12H+6C+O>,Others,100.08881500633,2
<-3H+C+2O+3I>,Others,421.67976984245,2
<12H+20C+O>,Transfer reaction,268.08881500633,2
<12H+7C+2O>,Others,128.0837296259,2
<-2H-2N+2O>,Ligation reaction,1.9680311658200007,2
<-2H-C-2O+2Br>,Others,111.8311958964,2
<12H+11C+O>,Others,160.08881500633,2
<18H+12C+O>,Others,178.13576519971002,2
<-10H-9C+7N+11O+3P+S>,Others,280.78068569364,2
<12H+11C+5N+8O+P>,Transfer reaction,373.04234936389,2
<12H+7C-2O>,Others,64.10407114762,2
<12H+5C+2N+O+P+Cl>,Redox reaction,182.03757769561,2
<12H+16C+6O>,Others,300.06338810418004,2
<66H+33C-O>,Others,446.52153750761,1
<10H+8C+O-2P>,Others,60.12564094502999,1
<65H+40C+8N+24O+P>,Others,1072.3849319984902,1
<6H+11C+4O>,Others,202.02660867166003,1
<6H+11C+3O>,Hydrolysis,186.03169405209,1
<12H+16C+2N+3O>,Others,280.08479225433,1
<4H+6C-O>,Others,60.03638550935,1
<10H+8C+O>,Redox reaction,122.07316494187,1
<6H+10C-3O-2P>,Others,16.114682337829997,1
<10H+9C+2O>,Redox reaction,150.06807956144,1
<10H+8C-2O>,Redox reaction,74.08842108316,1
<6H+10C+2N+4O>,Others,218.03275668052,1
<66H+34C+O>,Others,490.51136674675,1
<10H+9C+3O>,Redox reaction,166.06299418101,1
<12H+16C+5O>,Hydrolysis,284.06847348461,1
<6H+10C+3O>,Others,174.03169405209002,1
<6H+10C+2O>,Hydrolysis,158.03677943252,1
<69H+43C-O-P>,Others,538.5712506058801,1
<65H+34C+2N+10O+P>,Others,692.43768329793,1
<69H+54C+10N+32O+P>,Others,1400.38169709283,1
<4H+6O+2P>,Others,161.94831184318,1
<6C+2O>,Redox reaction,103.98982923914,1
<4H+7C+2O+4Cl>,Others,259.89654009606,1
<64H+43C+33O>,Others,1108.33298450853,1
<4H+7C+4O+S>,Others,183.9830297816,1
<60H+36C+30O>,Hydrolysis,972.3169405209,1
<12H+15C+6O>,Others,288.06338810418004,1
<61H+42C+9N+8O+2S>,Others,883.40845231126,1
<61H+38C+N+31O>,Others,1027.32275417713,1
<60H+41C+12N+10O>,Hydrolysis,880.4555361826599,1
<60H+39C+11O>,Hydrolysis,704.41356274907,1
<60H+39C+10O>,Hydrolysis,688.4186481295,1
<12H+14C+6N+2O>,Ligation reaction,296.10217365248,1
<64H+60C+28O>,Others,1232.35841141068,1
<60H+32C+N+11O+P>,Others,665.39039875192,1
<60H+32C+3O>,Others,492.4542457925101,1
<118H+59C+N+13O+P>,Others,1079.8340798604002,1
<12H+13C+3O>,Others,216.07864424547,1
<60H+28C-3O>,Others,348.48475807509,1
<11H+10C+3N+S>,Lytic reaction,205.06736854222004,1
<62H+29C-3O>,Others,362.50040813955,1
<62H+31C-O>,Others,418.49023737869,1
<62H+32C+O>,Others,462.48006661783,1
<62H+36C+25O>,Others,894.35801748751,1
<4H+7C+O+2Cl>,Others,173.96392011248997,1
<4H+7C+6O>,Others,184.00078784634,1
<64H+32C>,Others,448.50080206272,1
<111H+65C-N+14O+2P>,Others,1163.74183324392,1
<64H+34C+N+11O+P>,Hydrolysis,693.4216988808399,1
<64H+36C+4N+6O>,Others,648.4825857978601,1
<64H+39C+8N+19O>,Others,948.42877186999,1
<12H+15C+7O>,Others,304.05830272375,1
<64H+39C-2O>,Others,500.51097282358,1
<10H>,Redox reaction,10.0782503223,1
<10H+9C>,Others,118.0782503223,1
<10H+9C+4O>,Others,182.05790880058,1
<12H+17C+7O>,Transfer reaction,328.05830272375,1
<6H+12C-2O-2P>,Others,56.10959695740002,1
<50H+32C+2N+21O>,Others,798.2906066313301,1
<6H+13C+2N+3O>,Others,238.03784206095003,1
<6H+13C+2N+4O>,Redox reaction,254.03275668052004,1
<6H+6C+2N+2O>,Lytic reaction,138.04292744138,1
<6H+5C>,Others,66.04695019338,1
<4H+5C-O>,Others,48.03638550935,1
<10H+6C+4N+O>,Others,154.08546095959,1
<6H+5C+N-P>,Others,49.07626219939,1
<10H+6C+5N-O+Cl>,Redox reaction,171.06755840687998,1
<4H+5C>,Transfer reaction,64.03130012892,1
<10H+6C+7O>,Others,194.04265265929,1
<6H+5C+2N+O>,Others,110.04801282181,1
<6H+5C+2N+2O>,Others,126.04292744138,1
<10H+6C+N+4O+P>,Others,191.03474480343,1
<6H+4C-O>,Others,38.05203557381,1
<6H+4C-3N+3O+P>,Others,90.99623403722,1
<10H+6C+N+7O+P>,Transfer reaction,239.01948866214,1
<6H+4C+O+S>,Ligation reaction,102.01393598735,1
<4H+5C+O>,Transfer reaction,80.02621474848999,1
<4H+5C+N>,Others,78.03437413335,1
<6H+6C+2N-2O-P>,Others,43.08950696468,1
<10H+5C+N+6O+P>,Ligation reaction,211.02457404257,1
<6H+8C-O>,Others,86.05203557381,1
<10H+5C+N+2O+S-Cl>,Others,113.07437205826996,1
<10H+5C+N+2O-F+S>,Others,129.04482157754,1
<10H+5C+N+4O+P>,Others,179.03474480343,1
<6H+7C+S>,Others,122.01902136778,1
<10H+5C+N+5O+P>,Others,195.029659423,1
<10H+5C+N-3O-P>,Others,5.122818469599995,1
<4H+5C+7N+13O+3P+S>,Others,494.880065384,1
<6H+6C+O>,Others,94.04186481295,1
<10H+5C>,Others,70.0782503223,1
<10H+6C+2N+4O>,Others,174.06405680944,1
<10H+6C+2N+O>,Hydrolysis,126.07931295073,1
<12H+21C+12O>,Others,456.0328758216,1
<10H+6C+3N+5O+P>,Others,235.03580743186,1
<6H+4C+N-2O-P>,Ligation reaction,5.086432960250004,1
<6H+4C+N+2O-S>,Transfer reaction,68.06778226255001,1
<6H+4C+7N+14O+3P+S>,Transfer reaction,500.89063006803,1
<6H+2C+3O+2S>,Lytic reaction,141.97583640089,1
<6H+2N-O>,Others,18.05818358267,1
<6H+2C>,Others,30.04695019338,1
<6H+2C+S>,Lytic reaction,62.01902136778,1
<10H+8C+2N>,Others,134.08439833116,1
<10H+8C+2O>,Others,138.06807956144,1
<6H+2C+N+2O+P>,Transfer reaction,107.01361543537,1
<6H+2C+2S>,Others,93.99109254218,1
<4H+6C+N+5O+P>,Others,200.98270922962,1
<12H+18C+4O>,Transfer reaction,292.07355886504,1
<6H+15C+3O>,Others,234.03169405209,1
<4H+6C+O+2I>,Redox reaction,345.83515854849,1
<5H-N+O>,Others,7.030965776290001,1
<10H+8C+4O>,Others,170.05790880057998,1
<6H+13C+2N-3O-2P>,Others,80.12083034669001,1
<10H+8C+2N+S>,Lytic reaction,166.05646950556002,1
<10H+8C+2N+O+S>,Lytic reaction,182.05138412513003,1
<4H+6C+2N+O>,Hydrolysis,120.03236275735,1
<10H+7C+3O>,Transfer reaction,142.06299418101,1
<10H+6C+N+O-P>,Others,81.10247694787999,1
<10H+7C+2N+2S>,Others,186.02854067996,1
<4H+6C+2N-3O-P>,Others,25.078942280649983,1
<6H+4C+2O+S>,Others,118.00885060692,1
<6H+4C+2N+3O>,Others,130.03784206095,1
<4H+6C+2N>,Hydrolysis,104.03744813778,1
<10H+7C+4N-O>,Others,134.09563172044997,1
<12H+18C+7O>,Hydrolysis,340.05830272375,1
<6H+3C+O+S>,Others,90.01393598735,1
<6H+3C+N+4O+P>,Others,151.00344467451,1
<10H+7C+5O>,Hydrolysis,174.05282342015,1
<6H+3C+6O+2P>,Lytic reaction,199.96396190764,1
<10H+7C+7N+15O+3P+S>,Transfer reaction,556.9168448165199,1
<10H+8C+2N+6O>,Others,230.05388604858,1
<12H+12C-3O-2P>,Others,46.16163253121,1
<11H+10C+4N+8O+P>,Hydrolysis,346.03145032723,1
<12H+12C+O>,Others,172.08881500633,1
<58H+37C+8N+24O+2P>,Hydrolysis,1060.3039187713,1
<59H+37C+N+30O>,Others,997.3121894931,1
<50H+24C+N+5O+P>,Others,463.3426607122,1
<59H+36C+3N+24O>,Others,917.34884978454,1
<59H+36C+27O-P>,Others,892.3506096315401,1
<11H+9C+3N+7O+P>,Transfer reaction,304.03346170323,1
<58H+38C+8N+26O+2P>,Hydrolysis,1104.29374801044,1
<58H+36C+28O>,Others,938.3114612173,1
<5H+10C+2N+Cl>,Others,188.01412585201,1
<58H+30C+O>,Others,434.44876648891,1
<58H+29C-O>,Others,390.45893724977,1
<50H+25C-O>,Others,334.39633699193,1
<12H+10C+5N+3O>,Others,250.09401426762,1
<57H+34C+2N+27O+P>,Others,956.28863157278,1
<11H+9C+N+2O>,Others,165.07897859809998,1
<5C+N+3Cl>,Others,178.90963205043,1
<5H+10C+N+2O>,Others,171.03202840472,1
<11H+9C+N+3O>,Ligation reaction,181.07389321767,1
<11H+9C+3N+4O>,Others,225.0749558461,1
<11H+8C+N+O>,Others,137.08406397853,1
<11H+8C+N-2P>,Others,59.14162536212,1
<5H+2C+N-O+S>,Hydrolysis,59.019355720410005,1
<4O+S>,Others,95.95172965268,1
<11H+9C+3N+2O>,Others,193.08512660696,1
<12H+10C+5N+4O+P>,Others,297.06269088561,1
<5H+2C+6O+P>,Others,155.98237487699,1
<5H+10C+N>,Others,139.04219916558,1
<5H+2C+5O+P>,Others,139.98746025742,1
<5H+2C+4O+P>,Lytic reaction,123.99254563785,1
<5H+2C+2O+P+S>,Others,123.97478757311,1
<5H+11C+N+O>,Others,167.03711378515,1
<5H+11C+N+2O>,Others,183.03202840472,1
<5H+10O+3P>,Lytic reaction,257.90955735211,1
<56H+34C-2O>,Others,432.44837256574,1
<50H+27C+3O>,Others,422.37599547021,1
<5H+N-O>,Others,3.047284546010001,1
<50H+31C+2N+23O>,Others,818.28043587047,1
<124H+66C+2N+21O+2P>,Others,1342.8171830131898,1
<52H+28C+N+11O+P>,Others,609.32779849408,1
<52H+28C+3O>,Others,436.39164553467,1
<52H+27C+O>,Others,392.40181629553,1
<52H+26C+N+6O+P>,Others,505.35322539623,1
<52H+25C-O>,Others,336.41198705639,1
<51H+33C+3N+21O>,Others,825.30150566799,1
<122H+69C+8O>,Others,1078.91397088862,1
<51H+32C+N+26O>,Others,865.26993075698,1
<12H+10C+2O>,Ligation reaction,164.0837296259,1
<51H+30C+15N+12O>,Others,813.38416214502,1
<51H+28C+N+9O>,Hydrolysis,545.35638222429,1
<12H+10C+3O>,Others,180.07864424547,1
<51H+27C+11O+P>,Others,582.3168994574199,1
<52H+32C+23O>,Others,804.28993792607,1
<12H+10C+4O>,Redox reaction,196.07355886504,1
<50H+29C+20O>,Others,718.2895440029,1
<54H+27C-O>,Others,362.42763712085,1
<11H+9C+N-O>,Others,117.09423473939,1
<56H+34C+2N+21O>,Others,828.33755682471,1
<55H+34C+3N+20O>,Others,825.33789117734,1
<54H+35C+2N+25O>,Others,902.30156523853,1
<54H+28C+O>,Others,406.41746635999,1
<54H+28C+2O>,Others,422.41238097956,1
<54H+26C+N+5O+P>,Others,491.37396084112,1
<52H+34C+28O>,Others,908.26451102392,1
<120H+74C+2N+18O+2P>,Others,1386.80113902556,1
<53H+34C+7N+23O+2P>,Ligation reaction,989.26680498615,1
<120H+75C>,Others,1020.9390038676,1
<53H+32C+N+21O>,Others,787.31100772359,1
<52H+35C+29O>,Others,936.25942564349,1
<52H+34C+2N+27O>,Others,920.27574441321,1
<5H+2C+O>,Lytic reaction,45.03403978072,1
<11H+8C+N+3O+S>,Others,201.04596439207,1
<11H+8C+5N+2O>,Redox reaction,209.09127461582,1
<5H+6C+N-2O>,Others,59.05236992644,1
<11H+12C+4O>,Others,219.06573383281,1
<11H+12C+N+2O>,Others,201.0789785981,1
<5H+6C+O+I>,Redox reaction,219.93851168072,1
<4H+9C+N+3O+Cl>,Others,208.98797067406,1
<12H+12C+N+9O+P+S>,Others,376.99703914014,1
<11H+4C+N+2O>,Lytic reaction,105.0789785981,1
<5H+6C+N+O>,Others,107.03711378515,1
<5H+7C+N-3O>,Others,55.05745530687,1
<5H+6C+Cl>,Redox reaction,112.00797784315,1
<5H+6C+5N-O>,Hydrolysis,131.05958056372998,1
<5H+6C+4N+O>,Hydrolysis,149.04633579844,1
<12H+12C+N+10O+P>,Others,361.01988258531,1
<11H+5C+8O+P>,Lytic reaction,230.01915430951,1
<12H+12C+10O>,Hydrolysis,316.04304658246,1
<11H+12C+4N+7O+P>,Others,354.03653570766,1
<5H+8C+N+2O>,Hydrolysis,147.03202840472,1
<12H+10C+5N+5O+P+2S>,Others,377.00174785398,1
<5H+C+N-O+S>,Lytic reaction,47.019355720410005,1
<4H+9C+2N+O>,Others,156.03236275735,1
<5H+N+O>,Others,35.03711378515,1
<5H+C>,Transfer reaction,17.03912516115,1
<5H+C+N>,Lytic reaction,31.04219916558,1
<50H+43C+4N+15O>,Transfer reaction,862.32726692277,1
<11H+10C+5N+6O+P>,Others,328.04469509252004,1
<5H+C+3N>,Others,59.04834717444,1
<5H+8C+N+O>,Hydrolysis,131.03711378515,1
<4H+9C+2O>,Others,144.02112936806,1
<5H+C+3N-O>,Others,43.05343255487,1
<11H+10C+5N-O>,Others,185.10653075711,1
<11H+10C+5N>,Others,201.10144537668,1
<11H+10C+N+O>,Others,161.08406397853005,1
<11H+11C+N+O>,Others,173.08406397853005,1
<5H+6C+3N+2O>,Others,151.03817641358,1
<5H+6C+2O+Cl>,Others,143.99780708229,1
<4H+C+8O+2P>,Hydrolysis,205.93814108232,1
<11H+7C+5N+O>,Others,181.09635999625,1
